Target,ids,date,flag,user,text
0,1957266393,Thu May 28 23:59:58 PDT 2009,NO_QUERY,Mystical13,The computers and the Ethernet at school are so slow! 
0,1966236242,Fri May 29 17:23:06 PDT 2009,NO_QUERY,james_hall_brid,Is upset that he didn't get his 24 fix tonight 
0,2004842267,Tue Jun 02 08:49:37 PDT 2009,NO_QUERY,badingding,@ameeface Aw  Why's she gone back?
0,2323822301,Thu Jun 25 01:34:19 PDT 2009,NO_QUERY,sixdaysandy,@mina_version it's dull and horrible near stoke 
0,1986018971,Sun May 31 18:11:38 PDT 2009,NO_QUERY,AarynElanDoyle,@ddlovato omggg i love you girlyyyy! i miss you and the rest of the camp rock cruuu  !
0,1754419261,Sun May 10 06:12:18 PDT 2009,NO_QUERY,gbenoie,wonder'n if i'll be able to make it to S's at 5 pm  ...tomm 
0,1827073825,Sun May 17 09:56:18 PDT 2009,NO_QUERY,TheTZA,@Knot2serious I never went to sleep! 
0,2325903359,Thu Jun 25 06:15:02 PDT 2009,NO_QUERY,craigmcgill,@jackiecameron1 It would be fab but I have a few things over the weekend that might not be moveable 
0,2069485932,Sun Jun 07 15:58:03 PDT 2009,NO_QUERY,randomhypergurl,I'M HUNGRYY!  even tho I just had 2 eggs with tomatoes! I know random... x)
4,1932789417,Tue May 26 22:13:25 PDT 2009,NO_QUERY,cubbiejules,oooh boy. time for bed i think. CUBS game tomorrow! horray! 
0,2218926206,Wed Jun 17 23:25:45 PDT 2009,NO_QUERY,hgryphon,@Psudowolf I hope they are all right. 
0,1759720603,Sun May 10 19:50:17 PDT 2009,NO_QUERY,natalieann_xo,@stephysaby: ofcourse I will tell her &amp; nope my boyfriend came over then we unpacked so I haven't been able to upload  how bout youu ?
0,2199761691,Tue Jun 16 17:58:02 PDT 2009,NO_QUERY,fatheaddesign,"@_Linton yeah, that's what I am hearing  Hopefully we'll get home before midnight, got up at 3am today."
0,2231198170,Thu Jun 18 18:10:41 PDT 2009,NO_QUERY,jecroft,just attended our last pack meeting for paul 3rd ward 
0,1691084853,Sun May 03 17:03:31 PDT 2009,NO_QUERY,kathyveronica,ahhhh im so tired and bored outta my mind at work!!! save me 
0,2237154110,Fri Jun 19 05:17:09 PDT 2009,NO_QUERY,AmandaAzzarello,"I miss you, Johnnie "
0,1978262475,Sat May 30 22:51:41 PDT 2009,NO_QUERY,annkalina,Can't do my homework... 
4,1833859925,Mon May 18 00:42:59 PDT 2009,NO_QUERY,kateshky,late lunch - yellow cab's charlie chan chicken pasta. now drinking starbucks white mocha americano for merienda.  sarap!
0,2326255487,Thu Jun 25 06:46:51 PDT 2009,NO_QUERY,glaforge,@dima767 Maven is great when you've got Maven ninjas to help you when you're in trouble ;-) But it requires too deep expertise 
0,2256595203,Sat Jun 20 13:00:48 PDT 2009,NO_QUERY,kyrieeleason,sonofab*tch!  my bff is going into labor RIGHT NOW and I have to leave for work!  normally I would JUST be getting off work.  boo 
0,2252877750,Sat Jun 20 07:10:10 PDT 2009,NO_QUERY,MatthewPengelly,is witnessing men playing boys with regards to the first test 
4,1825027456,Sun May 17 04:01:12 PDT 2009,NO_QUERY,LakenBby,"GOODMORNING TWITTERS!  getting ready, ihop, avanti, home. text. &lt;3"
0,2251507257,Sat Jun 20 03:43:47 PDT 2009,NO_QUERY,Sluzzah,sitting at home all alone on a saturday night nursing a dirty hang over 
4,1678817842,Sat May 02 07:48:10 PDT 2009,NO_QUERY,LifeofaRockStar,@Busymom Love it. Mom's can't win!  PS Thanks for the full disclosure ;)
0,2062798949,Sun Jun 07 00:20:14 PDT 2009,NO_QUERY,syykey0urmind,@zsazsabinks no invite? me wawa. 
0,2002898935,Tue Jun 02 05:25:52 PDT 2009,NO_QUERY,jayell07,is actully gutted about the katy perry gig another 11weeks!   i hope she reads my messages ¬¬
4,1956781120,Thu May 28 22:40:27 PDT 2009,NO_QUERY,DennisJosefsson,@NikkiCyp Yes! Every day should start with a nap! 
0,1963903233,Fri May 29 13:25:32 PDT 2009,NO_QUERY,j3cubed,@Critic6881 lady thinks shes watching scrubs... delusional.  shes bailing on our plans 
4,1881993221,Fri May 22 06:00:48 PDT 2009,NO_QUERY,NathalieCaron,@SamanthaMulder Welcome back to #Heroes!! 
0,2237565142,Fri Jun 19 06:00:43 PDT 2009,NO_QUERY,cyrn,can't post in FB using the iPhone app. Have to use twitter to cross post. 
0,2265511547,Sun Jun 21 06:44:40 PDT 2009,NO_QUERY,Yuifan16,Last night's Bleach episode ruled. Orihime is a sweet girl. Poor Momo is going crazy over everything that happened with Aizen. 
0,1834696092,Mon May 18 03:53:51 PDT 2009,NO_QUERY,AbiSilverSmith,working hard. RSI aches 
0,2299128174,Tue Jun 23 12:32:13 PDT 2009,NO_QUERY,xWend,how the hell do u retweet something when ur using twitter on the web without copy n pasting? i dont know how to do it 
4,1677857905,Sat May 02 04:21:44 PDT 2009,NO_QUERY,SKSDesigns,@peonproductions #FollowFriday is a list of people you send out on Fridays that you think others should follow. 
4,1691384323,Sun May 03 17:44:35 PDT 2009,NO_QUERY,shariart,@claikind I love red too! Checked your profile-your background graphics are hidden-try to make thinner to the left (see mine). 
0,2326883260,Thu Jun 25 07:38:14 PDT 2009,NO_QUERY,Bon_age,I want an iphone 
0,2066772739,Sun Jun 07 11:08:37 PDT 2009,NO_QUERY,ShauniCS,its horrible weather here in england  hope the sun comes out sometime soon. X
4,1755542014,Sun May 10 09:24:20 PDT 2009,NO_QUERY,teddfox,@chrisfleck  that does sound pretty awesome 
0,1557341224,Sun Apr 19 03:30:42 PDT 2009,NO_QUERY,veronica78,@Ddubs_Ky_Monkey love you monkey ... man i need to go to bed 
0,2183172253,Mon Jun 15 14:08:35 PDT 2009,NO_QUERY,hayles,"Is it possible to buy from the US Amazon MP3 website with a UK card? Theres an album I want, but they don't have it on the UK one "
0,2233087450,Thu Jun 18 20:48:58 PDT 2009,NO_QUERY,fitraarmela,in a great starving 
4,1694625864,Mon May 04 03:27:51 PDT 2009,NO_QUERY,mybitofsky,@dougiedaydream thank you 
0,2325460770,Thu Jun 25 05:29:38 PDT 2009,NO_QUERY,zae88,tired of cutting cats every day. poor kitty's 
4,1550684996,Sat Apr 18 06:56:28 PDT 2009,NO_QUERY,georgieadam,"@kpoozie  i love you with all my heart, kingberly. ;)"
0,1980743433,Sun May 31 07:33:37 PDT 2009,NO_QUERY,SweetGirl16000,my cousin is LEAVING!    and her little brother is having sports !
4,1956834572,Thu May 28 22:48:37 PDT 2009,NO_QUERY,Jebus182,Im now resting in my hotel room. gota get up at 6. Lets see what tomorrow brings. I mean today 
0,2013236834,Tue Jun 02 22:12:35 PDT 2009,NO_QUERY,quietletters,i need my body back.... 
0,1825875082,Sun May 17 07:05:43 PDT 2009,NO_QUERY,keisal,studying all day 
0,2243687102,Fri Jun 19 13:46:12 PDT 2009,NO_QUERY,Lynseykl,fed up hearing about all my friends gloating on bebo n suchlike about going to c Take That tonite. Gutted I didnt get tix 
4,1823627051,Sat May 16 22:30:00 PDT 2009,NO_QUERY,akojen,@dentaldiva1 Eek!  Thank you! 
0,2058079989,Sat Jun 06 14:13:36 PDT 2009,NO_QUERY,beezan,@westham999   they lost    am depressed now. Going to bed.
0,2066947947,Sun Jun 07 11:28:08 PDT 2009,NO_QUERY,torierskine,"iPod is flat  Dunno how I'm gonna charge it, cos have to charge it on dad's laptop &amp; I'm at mum's house atm, &amp; I broke the charger for it!"
4,1694089223,Mon May 04 01:02:09 PDT 2009,NO_QUERY,jessward123,@lukeylukess u were awesome at the bull and bush the other day   cant wait to see u at the loft x
4,1835231677,Mon May 18 05:29:22 PDT 2009,NO_QUERY,cupcakesfortwo,@renmiu ...about putting bacon into the chocolate brownies...  you had to be there...  
0,2259604254,Sat Jun 20 17:51:42 PDT 2009,NO_QUERY,Bertie_D,So tired and I just want to sleep. 
0,2223323397,Thu Jun 18 08:07:50 PDT 2009,NO_QUERY,laurafrofro,Fro yo is no mo...Yogurt Bar on Union will close 6/28 
0,1563809164,Mon Apr 20 00:21:54 PDT 2009,NO_QUERY,ronanohart,@billyfishWORC me back 
0,2266169647,Sun Jun 21 08:01:48 PDT 2009,NO_QUERY,MS2HERSHEY2KISS,IM AT THE HOSPITAL WITH MY GRANDMA  SHE'S SICK
0,2003454534,Tue Jun 02 06:33:47 PDT 2009,NO_QUERY,Princess_Holly,"@jz9 No, she bakes the best cookies!  Boo!"
0,1678577121,Sat May 02 07:08:10 PDT 2009,NO_QUERY,JessiRangel,no JB in RadioDisney   i'm gonna take a nap haha
0,2053741686,Sat Jun 06 05:33:38 PDT 2009,NO_QUERY,Whitney_Q,"Ahh, I don't want to be awake this early... It's Saturday, I want to sleep in "
4,1556607421,Sat Apr 18 23:32:12 PDT 2009,NO_QUERY,CyrusBlake,"Twitter we meet again. I m not drunk  are merfolk really men with fins or are men, really just merfolk with legs? Lucy spot mark and t ..."
0,2205738219,Wed Jun 17 05:20:51 PDT 2009,NO_QUERY,jentikayu,regret for erythings that I've done 
0,1833689607,Mon May 18 00:07:03 PDT 2009,NO_QUERY,maisesface,didnt get a reply. dont think i got the job/ 
0,2236706994,Fri Jun 19 04:21:06 PDT 2009,NO_QUERY,DashyDashy,Will miss @howfrantastic @james_john @theshyguy this weekend 
0,1969790915,Sat May 30 01:14:25 PDT 2009,NO_QUERY,OINKOINKLOVE,"But i wish, but i don't know.. I'm scareeeed.   But i want to, cause i really love that person.  He means so much to me....."
0,2284142018,Mon Jun 22 13:30:58 PDT 2009,NO_QUERY,rkshipper,@evendia Sorry bb  You're amazing for not following her example! That's something to be proud of.
4,1957182756,Thu May 28 23:45:07 PDT 2009,NO_QUERY,RNChuHazelle,@Kkaannddeerr: are you on the computer!? Do it for me! 
4,1692218251,Sun May 03 19:31:34 PDT 2009,NO_QUERY,laurbabyx,@nicksantino I MET YOU &lt;3  FINALLY. haha
0,2053085853,Sat Jun 06 03:12:54 PDT 2009,NO_QUERY,WLxboxRox56,@FrankieTheSats one of my friends is going tonight and i could of gone with her if i was quicker 
0,2191386189,Tue Jun 16 05:09:58 PDT 2009,NO_QUERY,jajajajess,Exams today.  I officially lost my voice.
4,1754137048,Sun May 10 05:07:49 PDT 2009,NO_QUERY,jaisjewels,So what's the plans for Mother's Day?  We're going out to eat this afternoon to Lonestar - we have a gift card from Christmas to use. 
4,1693023530,Sun May 03 21:21:50 PDT 2009,NO_QUERY,cheem,@denicemoments not to worry. Surely at least 1 out of the 5 days la. Can can. Will lock it in my calendar!  Yippee!!
0,2297025682,Tue Jun 23 09:56:06 PDT 2009,NO_QUERY,_ChelseaLately_,@hitmanagent47  I know it was you ! 
0,2051529747,Fri Jun 05 22:14:27 PDT 2009,NO_QUERY,victoriadreww,Shitty night. Dad has yet to come home and the best friend leaves tomorrow  ima go try to get some rest now.
0,2190094014,Tue Jun 16 01:45:00 PDT 2009,NO_QUERY,Fay_Wray,"@aya1413 no, i suppose not "
0,1677395323,Sat May 02 01:51:29 PDT 2009,NO_QUERY,LakesideMagic,"@alanmcnamee Well the sun is out, and I'm in the dam office! again!!!! "
0,2052468112,Sat Jun 06 00:50:01 PDT 2009,NO_QUERY,Baby_Mittens,"@JavaTheCat  ok, ty for the info.  I feels so bad for her.  "
0,1694475785,Mon May 04 02:48:01 PDT 2009,NO_QUERY,rosshill,@macindog spotify discriminate against australia too! it's not available here 
0,1880992895,Fri May 22 03:13:36 PDT 2009,NO_QUERY,KevinCarver,A roller coaster of emotions in 8 hours - From Sid &amp; his Pens GREAT game to the loss of my dear Aunt Polly to ALS - Sad day today.  
0,1824909435,Sun May 17 03:29:05 PDT 2009,NO_QUERY,alphawaves,@waitingtohappen  If we get Domino's we have to collect it - my discount doesn't work with delivery 
4,1791936777,Wed May 13 21:35:20 PDT 2009,NO_QUERY,enriquez_chay,is hating this picture.. 
0,1793543218,Thu May 14 03:05:43 PDT 2009,NO_QUERY,sprinkles_,"@MadamSalami bah.who needs real food!bathroom cleaning to do today.want to go to town, but hes at work and i dont like going in alone "
0,2184408462,Mon Jun 15 15:52:03 PDT 2009,NO_QUERY,bryodos,@winceylj21 FUCK YOU! the sd card is being a bitch for some reason 
0,2179366331,Mon Jun 15 09:00:30 PDT 2009,NO_QUERY,laurenobaybee,i have to put all my stuff back on my phone  its takin agesss x
0,1961140938,Fri May 29 09:02:53 PDT 2009,NO_QUERY,Katie_Welch,I need to go to sleep before 4am tonight...  ... So exhausted.
0,2241225096,Fri Jun 19 10:41:31 PDT 2009,NO_QUERY,tzallen,"@AdamWoodyatt  Hello, Adam Please Tell Me If Any Young Cast Have Bebo Or Anything Pleasee.. I'm Sick Of All The Fakes And Impersonators "
4,1957357458,Fri May 29 00:15:18 PDT 2009,NO_QUERY,crimsonfeet,@the nut  ...i have been busy getting a book published..  check http://knotsandnocrosses.com/ if u havn't already!
0,2197870682,Tue Jun 16 15:18:02 PDT 2009,NO_QUERY,David_B2,"Had a good day, now its off to work. "
0,1693763781,Sun May 03 23:41:32 PDT 2009,NO_QUERY,luckygnahhh,@jenniferrr_gee I LOST    I must win now
0,2253880454,Sat Jun 20 08:53:18 PDT 2009,NO_QUERY,MissAmyLynnRose,apparently leaving a bag with a carton of eggs in the living room overnight is a BAD idea! I wanna bake! 
0,2232116906,Thu Jun 18 19:28:28 PDT 2009,NO_QUERY,beethequeenbee,@Eshums I tried to buy a Cupid piñata for valentines day for a Kill Cupid themed party but everywhere was sold out 
0,2214551887,Wed Jun 17 16:54:22 PDT 2009,NO_QUERY,tabraz,I don't feel so well 
0,2011732206,Tue Jun 02 19:29:05 PDT 2009,NO_QUERY,Miss_Moore,Burnt the tongue.  grr.
0,2253471035,Sat Jun 20 08:13:32 PDT 2009,NO_QUERY,robertsammons,@iLiammm not enough money atm 
0,1883011072,Fri May 22 07:51:41 PDT 2009,NO_QUERY,mgmnstr87,woo i can give plasma today...and then i am coming home to take a nap because i only got 5 hours of sleep 
0,2242261813,Fri Jun 19 11:58:27 PDT 2009,NO_QUERY,Nicholas698,@DVDeMm Want my Amazon box to arrive.  Probably Royal Mail playing football with it!
0,1751877909,Sat May 09 20:29:58 PDT 2009,NO_QUERY,valkenaar,Simply glowing after spending the day with my wife . . . at the beach . . . in the sun . . . with not enough sunscreen. 
0,1969221921,Fri May 29 23:22:20 PDT 2009,NO_QUERY,iShatara,Gooooooo Nuggets!!!!!! What??????they out????? Nooooooooooooooooooo 
0,2065386768,Sun Jun 07 08:29:27 PDT 2009,NO_QUERY,dianabird,my dog eats everything i've ever loved or cared about. 
0,2188924255,Mon Jun 15 22:51:16 PDT 2009,NO_QUERY,kristen_kish,So conflicted. I hate this feeling- the one in the pit of my stomach that just won’t go away. 
4,1755313792,Sun May 10 08:49:10 PDT 2009,NO_QUERY,meganxdoyoufeel,"at the gmaw's house, doing mothers day. "
0,2256184434,Sat Jun 20 12:23:19 PDT 2009,NO_QUERY,cedez, had to cancel a great day I had ahead of me today.....
0,2228184254,Thu Jun 18 14:07:23 PDT 2009,NO_QUERY,musicislife90,So according to weather.com it's supposed to rain for the rest of the month. Fantastic. 
0,2190298478,Tue Jun 16 02:19:44 PDT 2009,NO_QUERY,dvroegop,Sigh.. have to wear a tie today  Had to dust it off first....
0,2204949887,Wed Jun 17 03:33:39 PDT 2009,NO_QUERY,MissBreezyBoo,@emzyjonas omg yehh same all my legs ache my bk hurts aswell  we had 2 miss like 3 ov the songs which was was uosettin  xx
0,2296335636,Tue Jun 23 09:03:30 PDT 2009,NO_QUERY,JordanShepley,really scared for getting my hair cut tomorrow 
0,2267039397,Sun Jun 21 09:31:27 PDT 2009,NO_QUERY,nadyafatira,too far to set back... 
0,2207146559,Wed Jun 17 07:32:47 PDT 2009,NO_QUERY,catchinglights,my clothes came in the mail today!  i tried to take pictures with my new camera but omfg self timer is so hard  tips &amp; tricks pls
0,2325185811,Thu Jun 25 04:57:10 PDT 2009,NO_QUERY,Lissy_F_Baby,"I hope I pass PALS today, I was tooo sick to study last night.. getting some starbucks then heading over there. I still feel like crap "
4,1834571322,Mon May 18 03:26:33 PDT 2009,NO_QUERY,geoffsays,"hmmm @Martin_Carr dunno, but Geoff Hickman would drink another beer and go to bed. Doing that now "
0,2210741336,Wed Jun 17 11:57:52 PDT 2009,NO_QUERY,JakeWilk2009,Waitin on Lexi to wake up maybe I shouldn't have kept her up so late  Sadness
0,1826977099,Sun May 17 09:43:35 PDT 2009,NO_QUERY,ElvinTiong,Malaysia internet speed pretty slow  Can't open heavy websites with colorful graphics and videos.
0,2039705489,Thu Jun 04 22:36:01 PDT 2009,NO_QUERY,matildaxx,i want the sims 3 
0,1984803272,Sun May 31 15:50:25 PDT 2009,NO_QUERY,wordkill,@tangyrobot it's supposed to be a HUGE cliffhanger 
4,1880345446,Fri May 22 00:54:57 PDT 2009,NO_QUERY,xlovesongx,@darcimonet really? m'kay! thanks! 
0,2325911433,Thu Jun 25 06:15:44 PDT 2009,NO_QUERY,AshleeNino,im soooooo over this weather! 10 day forcast...thinderstroms NOOOO! my fam is visiting for the 1st time and its gonna rain everyday 
0,1988784475,Sun May 31 23:21:57 PDT 2009,NO_QUERY,LoPaul,@Vanadia Was just thinking yesterday that I wanted to learn Tai Chi. Your outdoor classes look great if I lived in Portland 
0,1971553340,Sat May 30 07:22:07 PDT 2009,NO_QUERY,kirstinmcpike,Someone wanna open a laura ashley card?  so I cn gt some incentives 
4,1791857879,Wed May 13 21:19:33 PDT 2009,NO_QUERY,lakerboy5,@SashaVujacic congrats on the win last nite i liked the dunk u had too  GO LAKERS
0,1468908270,Tue Apr 07 04:21:06 PDT 2009,NO_QUERY,cupcakeslam23,It's so cold this morning! Not even 40 degress today. I'm wearing 3 layers and still shaking. Brrrr.... 
0,1978779793,Sun May 31 00:26:30 PDT 2009,NO_QUERY,LaBelleMusik,@DaRealJimBeanz Dang LOL.  &amp; ok I'm on a mission now but i'll hit u guys in a little bit &amp; most likely come thru.
0,2247879218,Fri Jun 19 19:45:54 PDT 2009,NO_QUERY,Kit_Taylor,i ran out of small scale art projects   any ideas?
4,1677686316,Sat May 02 03:26:02 PDT 2009,NO_QUERY,Jasminxxxx,"is just getting out of bed. Ahh, Saturdays "
4,1572869337,Mon Apr 20 22:51:00 PDT 2009,NO_QUERY,Leanne_King,@JamesSchramko I was pulling your leg! Thinking of Kerry 
0,2192397300,Tue Jun 16 06:58:43 PDT 2009,NO_QUERY,ashbella10,@kimberlyj98 ooj me too chic!! Pls take me with you!! I'm overdue for my beach vacay 
0,2217224800,Wed Jun 17 20:33:59 PDT 2009,NO_QUERY,aarligbyrd,grrrr book I wanted to go and buy today no longer listed on bookshop website   25 mins until inspection
0,2011535264,Tue Jun 02 19:10:20 PDT 2009,NO_QUERY,mcgrathjo345,should probably go to bed but don't wanna 
0,2204902324,Wed Jun 17 03:26:16 PDT 2009,NO_QUERY,johnniwog,She drives me crazy. 
0,2218768188,Wed Jun 17 23:06:41 PDT 2009,NO_QUERY,PGorm,@Harvust yeah already going to a party in Nh that night...you suck sorry 
0,2203956428,Wed Jun 17 00:57:25 PDT 2009,NO_QUERY,emmacourtney85,cant believe the rain here!! non stop from bout 5 this morning when the noise of it woke me up!!  I HATE RAIN
4,1827617108,Sun May 17 11:05:16 PDT 2009,NO_QUERY,DomineConcept,Photo: uaba: I shoot for the stars�  http://tumblr.com/x241syn44
0,2321829375,Wed Jun 24 21:37:51 PDT 2009,NO_QUERY,MadiJoe,My hubby just cut my daughters hair.  Her hair was below her waist now it's just below her shoulders ---  me sad.    But she looks cute!
0,1467907751,Mon Apr 06 22:45:29 PDT 2009,NO_QUERY,mementototem,"STOU site not update, no info about 2/2552 exam, and open course, I must wait for mail notices and doc. um... "
0,2259587776,Sat Jun 20 17:50:05 PDT 2009,NO_QUERY,franciinii,having te with my self that is so sad 
0,2203159716,Tue Jun 16 23:08:53 PDT 2009,NO_QUERY,sHuCoNa,just finished packing....i guess we can say i'm a PROCRASTINATOR!! oh well...going 2 bed...no sleep in 24 hours  hav 2 get up @7...
0,2198310324,Tue Jun 16 15:54:00 PDT 2009,NO_QUERY,yvonnecupcake,@xelizabethh fuck you guys  i vant to go
4,1685031028,Sat May 02 22:49:29 PDT 2009,NO_QUERY,christinajade,"@TPO_Hisself oooo...good one!  Gave my dad a bottle of that not too long ago, mom wasn't amused! "
0,1961079455,Fri May 29 08:57:17 PDT 2009,NO_QUERY,mandana82,@Zanti1 Are you guys gonna get the metal detector from the Brickmans? I saw Chad ask Davey on FB. Sorry 'bout your ring 
0,1690831008,Sun May 03 16:28:44 PDT 2009,NO_QUERY,JaneKarrie,is missing my one true love..K'Imani 
4,1827935321,Sun May 17 11:45:08 PDT 2009,NO_QUERY,crucesignati,@jordancrockett1 just the verse I was reading when you asked for a text.  
0,2053197830,Sat Jun 06 03:39:26 PDT 2009,NO_QUERY,jamiemcflyx,@AmyYoshi What's the matter?  xxxxxx
4,1695580996,Mon May 04 06:28:54 PDT 2009,NO_QUERY,Ezzii,@jjujuu yeah i did 
0,2239558056,Fri Jun 19 08:41:23 PDT 2009,NO_QUERY,ellynevantie,"@DavidArchie Wish I were there, really want to come "
0,2248037103,Fri Jun 19 20:00:22 PDT 2009,NO_QUERY,ebmackechnie,Erg. Worrying about my cousin 
4,1824286161,Sun May 17 00:44:59 PDT 2009,NO_QUERY,Stay__Beautiful,Tea time. I think I'll have hot green tea and pear tonight 
0,2242125094,Fri Jun 19 11:48:03 PDT 2009,NO_QUERY,alyjack,@madmanlear Ugh. No fun 
0,2261136885,Sat Jun 20 20:19:14 PDT 2009,NO_QUERY,jupitermclovin, man this sucks. i really wanted to see @Big_Sean tomorrow.
0,2061580962,Sat Jun 06 21:10:05 PDT 2009,NO_QUERY,dootdadoot,@LAmale not good  still trying to recover! GRRR How is your weekend?
0,2047695313,Fri Jun 05 14:02:18 PDT 2009,NO_QUERY,luly09,destiny/fate is takingits toll on me . but no fame 
0,2324541905,Thu Jun 25 03:25:24 PDT 2009,NO_QUERY,JanieByrne,@justads Poor Boo  He must miss them
0,1980670863,Sun May 31 07:22:22 PDT 2009,NO_QUERY,sebby_peek,"woah. time goes past really quickly when I'm writing a text. it's kinda annoying, missing out on information  #GoogleWave"
0,2014313678,Wed Jun 03 01:07:08 PDT 2009,NO_QUERY,texameradian,@_Pix Pftttttt... you and your cho-chos... 
0,1679303455,Sat May 02 09:01:49 PDT 2009,NO_QUERY,KENTUCKYSBEST,derby day every one ready to win some money or lose a lil 
4,1760181628,Sun May 10 20:52:00 PDT 2009,NO_QUERY,tjsmommabear,@TheAitch Hope you had a better day than you started out having!! 
0,1693626378,Sun May 03 23:11:04 PDT 2009,NO_QUERY,magicmoment32,i think my dad threw away my art project!  it was my favorite one and one i probably still needed
0,2217510531,Wed Jun 17 20:58:32 PDT 2009,NO_QUERY,sweetsammie84,Trying to figure out this facebook ish and  I see that most of the people that I attended high school with are married 
0,2286132354,Mon Jun 22 16:02:16 PDT 2009,NO_QUERY,neogaia,"@davecortex Holycrap, when I heard about this, hoped that no one we know was on those trains "
4,1880059492,Thu May 21 23:58:34 PDT 2009,NO_QUERY,V3N3ZIA,Your sex is on fire!!! ((Kings of Leon)) love listening to this song 
0,2248618263,Fri Jun 19 20:54:44 PDT 2009,NO_QUERY,LearNinG2LuV,Dang I'm locked out my house again twice in one day 
0,2055486517,Sat Jun 06 09:24:19 PDT 2009,NO_QUERY,JenAnsbach,Disappointed LL Bean thinks I would like pockets on the chest of a fuschia summer blazer. No Bayside blazers this year. 
0,2288731560,Mon Jun 22 19:32:41 PDT 2009,NO_QUERY,copycat44,oh man that train collision was hella scary 
0,1972995589,Sat May 30 10:16:37 PDT 2009,NO_QUERY,biphody,Sooo cute!  http://www.apple.com/trailers/disney/toystory3/ Don't know if I can wait a year though 
0,2301784038,Tue Jun 23 15:54:29 PDT 2009,NO_QUERY,gemmavann82,"should be asleep by now, knackered and have too much work to do!!! "
4,1881855189,Fri May 22 05:42:52 PDT 2009,NO_QUERY,sparklej76,@jordanknight GM Jordan....so the international winner is gonna fly on YOU? ; ) Superman! early congrats to the lucky Lois Lane! 
0,2235821398,Fri Jun 19 02:09:32 PDT 2009,NO_QUERY,latinageek,Twitter isn't sending me all my mobile updates. 
0,1979553374,Sun May 31 03:32:35 PDT 2009,NO_QUERY,ohfuckmylife,"OH: omg, just after i left a message on twitter. so did JLS.  fml, i missed them. they aint gnna tweet for .. http://tinyurl.com/nuvr9s"
0,2174643748,Sun Jun 14 22:59:46 PDT 2009,NO_QUERY,ladyIuck,@petrilude I tried to order on LJ but I keep getting an error  where else can I request items?
0,2259602813,Sat Jun 20 17:51:33 PDT 2009,NO_QUERY,Rackstar2k,@sobomb we wanna see tha lingerie set 
0,1991158420,Mon Jun 01 06:30:56 PDT 2009,NO_QUERY,holleymzing,"my sister moved out, didn't even say goodbye "
4,1563777980,Mon Apr 20 00:13:25 PDT 2009,NO_QUERY,Hyperopia,@bobbyllew Mine too....isn't the house quiet? 
0,1977666772,Sat May 30 21:26:32 PDT 2009,NO_QUERY,MrsCullen38,@mileycyrus dnt say that  u shouldn't cry
4,1752158239,Sat May 09 21:11:17 PDT 2009,NO_QUERY,jgustaf,"@clairezee86 fo sho, im down "
0,2018653163,Wed Jun 03 10:18:02 PDT 2009,NO_QUERY,nukes4kids,"I really have to check out whats wrong with this laptop's ram, juggling two cs3 applications killing the poor baby "
0,2048043296,Fri Jun 05 14:34:28 PDT 2009,NO_QUERY,pomegaret,"Everyone's so tense today  I, however, am in an excellent mood. About to go make up for my lack of waffle eating. Here's to three Neros."
0,1955805201,Thu May 28 20:39:15 PDT 2009,NO_QUERY,AmyWalk,Only have internet access thru my blackberry  I'm going crazy!!
4,1684874490,Sat May 02 22:18:56 PDT 2009,NO_QUERY,CynthiaY29,Coolio � Gangsta's Paradise old song but good   I'm in a Rap R&amp;B mood tonight  ? http://blip.fm/~5gpmi
4,1759428549,Sun May 10 19:11:27 PDT 2009,NO_QUERY,taina82,Pretty uneventful day. Although I like my sundays to be lazy  My throat hurts a bit though... blech!
0,1557416005,Sun Apr 19 03:59:04 PDT 2009,NO_QUERY,dizz02,betsey johnson....why WHY must you make the cutest dresses so expensive 
0,2063215916,Sun Jun 07 01:47:43 PDT 2009,NO_QUERY,mesocardium,I'm idling now in LittleBigPlanet because playing Burnout Paradise made me want to go crash The Hangout. Too bad I've got no wheels. 
0,2266953425,Sun Jun 21 09:22:42 PDT 2009,NO_QUERY,kellyzimmer,Will someone please tell me why I set my alarm for 9:00?? I woke up and felt like someone punched me in the stomach..? Why am I in pain? 
4,1685609177,Sun May 03 01:10:54 PDT 2009,NO_QUERY,simons635,"@mrskutcher You don't put on a Condom YOU Risk INFECTION BY CHOICE!! Swine Flu Infection, is NOT BY CHOICE!! Just my opinion.  "
0,2016129026,Wed Jun 03 06:13:16 PDT 2009,NO_QUERY,karinb_za,@blindcripple Eish sorry man.  Did you post that post to your blog?
0,2071748081,Sun Jun 07 19:52:01 PDT 2009,NO_QUERY,rimamak,@shabina921 also sorry to say that i know of a an H1N1 death in the US.  inna lilahi wa inna ilahi rajioon
0,2190268263,Tue Jun 16 02:14:38 PDT 2009,NO_QUERY,IronLady86,This nightonly 4 hours....ufff I'm so tired...but...exams call me!! 
0,2297954005,Tue Jun 23 11:04:38 PDT 2009,NO_QUERY,amberBADbxtch,@lele2lele yheaa.i found out im leavin THURSDAY  ima just let this lady touch my hair up when i get back .
0,2189355185,Mon Jun 15 23:50:34 PDT 2009,NO_QUERY,Jon_ll,Tuesday... start of my 600 mile round trip! 
0,2295444167,Tue Jun 23 07:56:11 PDT 2009,NO_QUERY,roguestates,@hippiejack 18+ I'm afraid 
